_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,what_category_best_describes_this_project,what_category_best_describes_this_project:confidence,id,project_description,project_instructions,project_title,project_url,project_url_embed,what_category_best_describes_this_project_gold
2320623075,false,in progress,2,"",Other,0.504,163683036,"I won't edit this later.








Save me.","I was bored.
If you put it in turbo mode, the timing is better but it's pretty weird.
(put it in turbo mode by clicking the flag while holding down shift)",President Tangerine the Trump Train,https://scratch.mit.edu/projects/163683036,https://scratch.mit.edu/projects/163683036/embed,
2320623076,false,in progress,2,"",Slideshow,0.504,207409630,,"presss arrow key ---->






















































































































your stilll here? let me tell you a secret. you can move the photo!




















































shhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh












make sure











you 







































didnt













































telll









































anyone





















































the
















































secret










































i












































just

































told




































you






























a
     








































































moment



































ago





















































byyy









































i



































said







































bye
























































and















































bye


































means















































you 

























































can 


























































go



























































now.











































rainbowshoe has ended this chat.


























































hi 































go






























away





















































..................................",how to draw a flower,https://scratch.mit.edu/projects/207409630,https://scratch.mit.edu/projects/207409630/embed,
2320623077,false,in progress,2,"",Game,1.0,173958563,"If The game Crashes, try again until you get in.","Double-click the green flag to start.
Arrow keys to move, z to jump/ homing attack.
Down to crouch/slide.
Down in the air to stomp.
X to boost/ air boost.
Enter key to open the pause menu.
---Debug Controls---
S to toggle Debug Mode.
A in Debug Mode to toggle flight.
D in Debug Mode to toggle slow motion.",Modern Sonic Engine remix,https://scratch.mit.edu/projects/173958563,https://scratch.mit.edu/projects/173958563/embed,
2320623078,false,in progress,2,"",Slideshow,0.504,236537127,,"PLEASE READ FIRST!!!!!  All the words (execept the acuall names and ""start over"" BUTTON) that have a letter next to them, type that letter to do or go to that word. first letter of first name is that name. the night wings however have a ""last name"". first letter of LAST name is that name. comment below what your tribe  and name is. I apologize if you get a name that is not for your gender. comment if there is a glich or something doesent work. please like and/or fave. this project. ",what's your dragon name? UPDATE!!!,https://scratch.mit.edu/projects/236537127,https://scratch.mit.edu/projects/236537127/embed,
2320623079,false,finalized,5,6/4/2019 19:36:20,Animation,0.7994,12189433,,press left arrow space bar down arrow or up arrow to say sumthin,add yourself running from giant Sonic.exe remix remix remix,https://scratch.mit.edu/projects/12189433,https://scratch.mit.edu/projects/12189433/embed,
2320623080,false,in progress,2,"",Other,0.504,123396953,,,vroom vroom mother trucker,https://scratch.mit.edu/projects/123396953,https://scratch.mit.edu/projects/123396953/embed,
2320623081,false,finalized,3,6/4/2019 19:46:26,Game,1.0,213423941,リミックスコメントよろしくWwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,"矢印操作
水色の丸をとる
事故ったら又はクリアしたら次の車
スペースキーでゲームスタート
車にあたってはいけません
HPは20です
",くるまで運転,https://scratch.mit.edu/projects/213423941,https://scratch.mit.edu/projects/213423941/embed,
2320623082,false,finalized,5,6/21/2019 20:58:43,Animation,0.8025,195385683,"art: me
coding:  RedCuzImAwesome 
oc: Max and Kely",hope you like it!,Rise & Shine [MEME] remix,https://scratch.mit.edu/projects/195385683,https://scratch.mit.edu/projects/195385683/embed,
2320623083,false,finalized,3,6/4/2019 20:11:33,Game,1.0,110289873,,Click the green flag to start. use the arrow keys to move the cat through the maze.,Maze of doom 20,https://scratch.mit.edu/projects/110289873,https://scratch.mit.edu/projects/110289873/embed,
2320623084,false,finalized,3,6/4/2019 20:05:23,Game,1.0,106111126,"The physics of the game are a little funky. 
I hope to be able to look into it in version 1.1.

Song: DMX - ""X Gonna Give It To Ya""
Lettering: Google Images","Use the left/right arrow keys to aim left to right.
Use the up/down arrow keys to change power.
Use the space bar to shoot.

Try to get as high a score as possible.",HOOPZ 1.0,https://scratch.mit.edu/projects/106111126,https://scratch.mit.edu/projects/106111126/embed,
2320623085,false,finalized,5,6/4/2019 19:59:46,Other,0.4013,136711242,Do Not Report!,"Remix and make this project less incomplete! 467 ranks in total!

How to make this project less incomplete: (Only @jacob630, @JJTARises, and @Kyle3912Again can break them)
- Add more ranks
- Add more music/sounds
- Add more characters
- Show more ranks in this project
- Do not replace/remove anyone from the Bad Ranks, Unless you like/love them
- Do Not Let @JJTARises Not Break The Rules.
- Remix",The Absolute Awkward FTLFCL (Add Some Stuff) (Remix 22) remix,https://scratch.mit.edu/projects/136711242,https://scratch.mit.edu/projects/136711242/embed,
2320623086,false,finalized,5,6/4/2019 19:43:56,Animation,0.7994,264007632,"Basically Christian-Legg-CN after this project: REEEEEEEE, I'M GONNA MAKE A REMIX AND I'M GONNA WIN

I bet that Christian-Legg-CN can't beat this https://www.youtube.com/watch?v=X8-Gdd9jLno","I CAN DO ANYTHING!

Only the start of the carnival",This is the good future,https://scratch.mit.edu/projects/264007632,https://scratch.mit.edu/projects/264007632/embed,
2320623087,false,finalized,3,6/4/2019 19:59:46,Game,1.0,12327518,"made by @iron_cow 
shout out @mrman12",use the arrows to avoid the aliens and get to the winning point but be careful there are some mind tricking traps,pac-man (Sister),https://scratch.mit.edu/projects/12327518,https://scratch.mit.edu/projects/12327518/embed,
2320623088,false,finalized,3,6/4/2019 19:33:07,Animation,1.0,12619414,,,Squidward said spongebob need's to explode,https://scratch.mit.edu/projects/12619414,https://scratch.mit.edu/projects/12619414/embed,
2320623089,false,in progress,2,"",Other,0.504,12953711,"I&#39;m sure you would of noticed 0.4&#39;s really big bug. The bug that involved Bertie being permanantly on a black screen. It&#39;s been fixed, and 0.5 has been released. Hooray! -Ninja

Bertie and the chaps are owned by BertieChap.",Arrow keys!,Bertie's big adventure 0.5,https://scratch.mit.edu/projects/12953711,https://scratch.mit.edu/projects/12953711/embed,
2320623091,false,finalized,3,6/4/2019 19:22:03,Animation,1.0,12553429,,were gonna die!,Add yourself running from KILLER NUMBERS!!! remix remix remix,https://scratch.mit.edu/projects/12553429,https://scratch.mit.edu/projects/12553429/embed,
2320623092,false,finalized,3,6/4/2019 20:05:23,Game,1.0,119545958,"hi
","Like cookie clicker, but with TERRARIA!

Abandoned ;c

10K VIEWS? WOAH!
So i guess it's now.     } (10k event will finish in 19/02/16)
100.1K free credits :D

-deleted music roulette (it sucked)


Quickly fixed the Music roulette's x and y


Added a music roulette to stop boredom. (press Z to activate)
More music coming soon!
Suggest in the comments.


6000? Thanks guys but the 5000 event is over, sad.


5000 VIEWS YES
To celebrate. Now people start with 5000 until we get to 6000.


[Unexplained]

Fixed the coin from going Gold > Silver to Silver > Gold


Fixed Data Services.


Deleted the You beat part because of bugs occurring,
Moved the coin back


Added a ""You Beat:"" part under the coin.
Moved the Coin up a bit


Changed ""Terraria Backdrop"" to ""Terraria games sold"" with a timer
Turned Cloud pokemon into a games sold


Fixed Silver coin costume


Fixed Platinum Coin glitch Where it doesent hide


Fixed Platinum coin CDTime

Now required the Broken Hero sword, The True nights edge and the True exbixar to Reveal the mystery sword!


100 Seconds Reward: Golden coin!
Re-textured the Mystery sword
Fixed glitch where coin glitches
Added prices to swords

Replaced pickaxe with a silver coin!
Retextured the pokemon into Terraria Swords!


Remix realesed

",Terraria clicker hack,https://scratch.mit.edu/projects/119545958,https://scratch.mit.edu/projects/119545958/embed,
2320623093,false,finalized,3,6/4/2019 19:42:24,Game,1.0,206041307,"Uses 12 Variables, 6 of which are visible in the game and the other are used in game functionality.

- Credit to Science Olympiad team for the theme and type of game

EDIT: I know the rules are complicated ���~��� Sorry not sorry ","RULES
   Act as miner running an operation to collect Carbon (C), Iron (Fe), 
Silver (Ag), Gold (Au), and Plutonium (Pu)
   Carbon and Iron appear randomly on the board, simply pass over them to collect. Then, go to the chest in the top right corner and press SPACE to add it to your inventory.
   Then, you can drag the metals from your inventory into another metal to FUSE, or to the shop to SELL. Each metal can be fused from the two metals before it.
  
  In order to FUSE, you must drag one metal from your inventory and drop it on another. It does not matter which metal you drag. 
  FOR EXAMPLE: If you drag Carbon to Iron OR Iron to Carbon, it will both make silver. Below are the recipes for more metals:
 
 C + Fe = Ag
  Fe + Ag = Au
  Ag + Au = Pu

Prices for Selling -
 C - $1
 Fe - $3
 Ag - $6
 Au - $10
 Pu - 17
",Pocket Miner,https://scratch.mit.edu/projects/206041307,https://scratch.mit.edu/projects/206041307/embed,
2320623094,false,finalized,3,6/4/2019 19:52:03,Game,1.0,103757661,"like, ride logo, win=4",Arrows,FaZe Rain jump-stickcork,https://scratch.mit.edu/projects/103757661,https://scratch.mit.edu/projects/103757661/embed,
2320623095,false,finalized,3,6/4/2019 19:46:26,Animation,1.0,12978167,h,,New Sword Logo!! (a remix),https://scratch.mit.edu/projects/12978167,https://scratch.mit.edu/projects/12978167/embed,
2320623096,false,in progress,2,"",Animation,1.0,140171902,"GASp
It's FiNaLLy DOne


Please don't remix mine, remix the 'original.'
Thanks to @PonchoDraco for the meme and coding.
I tweaked some coding, and added some stuff. 
Here's Comettttt...
Looks like someone needs to use his MaNnERs at the dinner table.
Dangit, he looks like a llama...
But it's cute anyway~  c;",Hit the flag twice to improve the quality.,Hot Milk//meme//,https://scratch.mit.edu/projects/140171902,https://scratch.mit.edu/projects/140171902/embed,
2320623097,false,finalized,3,6/4/2019 19:20:53,Animation,1.0,205664339,Credit:Lojulion,"Hit Space to reset the clip

Flag to start It

Remember to dab
 *****SPAMMING SPACE WILL ALWAYS FIX IT*******",Larry Julion-Build Something,https://scratch.mit.edu/projects/205664339,https://scratch.mit.edu/projects/205664339/embed,
2320623098,false,finalized,3,6/4/2019 19:20:53,Game,1.0,144856466,its douggy wouggy puggy muggy defeat; note infinate health for puggy,"PUGGY WUGGY:
A.W.S.D. = phsycokinises
I.J.K.L. = Place bone walls
F = bone wave
Z = spawn CATZZ 100k dmg
X = spawn PUGGY WUGGY 99999 dmg 
C = place platforms
V = place moving platforms
1 = dodge P2 attacks
E = multiple bone elevator
2 = raise bones for longer time
0 = delete platforms (while touching them with mouse)
3 = Spawn Flappy Bones
4 = Spawn Bone Tunnel
5 = Spawn Bone trap
6 = Spawn Blue Bones
7 = Spawn Orange Bones
8 = Spawn Green Bones
9 = say ""on days like these, kids like you"" speech
g = ""you feel your sins crawling on your back...""
p = ""what, you think i'm just gonna stand there and take it?""
q= for g blasters yay
ANTI PUGGY controls:
Arrow keys = move around
M = attack PUGGY (only works when touching FIGHT button)",PUGGY WUGGY FIGHT ULTIMATE,https://scratch.mit.edu/projects/144856466,https://scratch.mit.edu/projects/144856466/embed,
2320623099,false,in progress,2,"",Other,0.504,238552640,"Excited For The Full Release ...........

If you want to find a secret it ill take a minute =).....................
Thank u guy i stole the music from..
",Arrow keys to move!!,Devilovania Battle Comming Soon.....,https://scratch.mit.edu/projects/238552640,https://scratch.mit.edu/projects/238552640/embed,
2320623105,false,finalized,3,7/18/2019 16:53:49,Other,1.0,108032320,"@drewrulo and Scott Cawthon
inspired by Remembering That Glitch and TJoC",...,"""The Fazbear Glitch"" Seires - Models",https://scratch.mit.edu/projects/108032320,https://scratch.mit.edu/projects/108032320/embed,
2320623106,false,finalized,3,7/1/2019 19:04:06,Animation,1.0,106241902,"Check out @The_pink_poodle plz!
I Know it's a remix but Im not good at these so yeah hope you like it!♥♥♥♥",Happy B-day @The_pink_poodle  !!!!!!!!!,Happy Birthday @The_pink_poodle,https://scratch.mit.edu/projects/106241902,https://scratch.mit.edu/projects/106241902/embed,
2320623107,false,finalized,5,7/1/2019 18:38:54,Animation,0.4039,127716876,,press space to see how long people listened to this song,"Fuzzy, Fuzzy, Cute, Cute remix",https://scratch.mit.edu/projects/127716876,https://scratch.mit.edu/projects/127716876/embed,
2320623109,false,finalized,3,7/18/2019 16:29:36,Game,1.0,12680127,,aim the red bird at the green pigs. frodo has learned how to use a sward press space to use sward,Angry birds the Lord of the rings part two,https://scratch.mit.edu/projects/12680127,https://scratch.mit.edu/projects/12680127/embed,
2320623114,false,finalized,3,7/18/2019 16:35:02,Game,1.0,12956772,"The project looks like a maze. It had the yellow backdrop to represents the Minion. The purpose of this game is to get to the bananas and eat the food around.In this project, I used food sprites and a Wizard. I also used a Minion and I added Sounds. The backdrop didn&#39;t change.The project makes me feel like a game where there is all the &quot;Despicable Me&quot; characters. The artist is trying to make you get to the Bananas. My overall rating is acceptable because it has sprites, sounds, and a backdrop.","press the flag to start, press the flag to listen to the background song. use arrows up,right,down, left. get to the bananas! eat the stuff you see that might be good. click the wizard for the sound, he will stop the minion to move so be careful.",Final Project_JennyPer5,https://scratch.mit.edu/projects/12956772,https://scratch.mit.edu/projects/12956772/embed,
